Date,Open,High,Low,Close,Adj Close,Volume
2021-11-05,0.615000,0.675000,0.615000,0.640000,0.640000,47564719
2021-11-08,0.660000,0.675000,0.615000,0.625000,0.625000,30753051
2021-11-09,0.640000,0.655000,0.630000,0.645000,0.645000,16368837
2021-11-10,0.645000,0.645000,0.590000,0.600000,0.600000,22647394
2021-11-11,0.590000,0.615000,0.580000,0.590000,0.590000,19270903
2021-11-12,0.605000,0.605000,0.570000,0.585000,0.585000,23152871
2021-11-15,0.585000,0.590000,0.550000,0.565000,0.565000,23523019
2021-11-16,0.575000,0.575000,0.555000,0.560000,0.560000,13085960
2021-11-17,0.565000,0.565000,0.550000,0.555000,0.555000,12748853
2021-11-18,0.550000,0.555000,0.535000,0.540000,0.540000,14647372
2021-11-19,0.540000,0.580000,0.540000,0.570000,0.570000,16338449
2021-11-22,0.575000,0.590000,0.560000,0.570000,0.570000,10912794
2021-11-23,0.580000,0.600000,0.565000,0.580000,0.580000,9295264
2021-11-24,0.585000,0.585000,0.545000,0.545000,0.545000,18049914
2021-11-25,0.555000,0.565000,0.550000,0.560000,0.560000,8601037
2021-11-26,0.560000,0.580000,0.540000,0.540000,0.540000,16104121
2021-11-29,0.530000,0.540000,0.515000,0.525000,0.525000,26911252
2021-11-30,0.540000,0.575000,0.530000,0.575000,0.575000,19629934
2021-12-01,0.560000,0.575000,0.550000,0.555000,0.555000,8892644
2021-12-02,0.550000,0.555000,0.535000,0.545000,0.545000,8928610
2021-12-03,0.555000,0.565000,0.525000,0.525000,0.525000,10266990
2021-12-06,0.520000,0.525000,0.470000,0.475000,0.475000,19494826
2021-12-07,0.490000,0.535000,0.485000,0.530000,0.530000,17345173
2021-12-08,0.555000,0.570000,0.530000,0.530000,0.530000,11353102
2021-12-09,0.540000,0.550000,0.515000,0.520000,0.520000,9162532
2021-12-10,0.510000,0.525000,0.500000,0.500000,0.500000,14542209
2021-12-13,0.505000,0.535000,0.492500,0.525000,0.525000,16251370
2021-12-14,0.520000,0.560000,0.510000,0.545000,0.545000,14948512
2021-12-15,0.550000,0.550000,0.515000,0.520000,0.520000,9465999
2021-12-16,0.535000,0.535000,0.515000,0.520000,0.520000,8537430
2021-12-17,0.520000,0.520000,0.505000,0.510000,0.510000,9839709
2021-12-20,0.515000,0.515000,0.490000,0.495000,0.495000,9893272
2021-12-21,0.490000,0.525000,0.485000,0.515000,0.515000,11368860
2021-12-22,0.525000,0.525000,0.505000,0.515000,0.515000,8616084
2021-12-23,0.520000,0.535000,0.517500,0.525000,0.525000,7494249
2021-12-24,0.530000,0.550000,0.530000,0.540000,0.540000,6958372
2021-12-29,0.550000,0.585000,0.545000,0.580000,0.580000,18763444
2021-12-30,0.585000,0.590000,0.565000,0.575000,0.575000,10418735
2021-12-31,0.580000,0.595000,0.575000,0.590000,0.590000,6933575
2022-01-04,0.600000,0.635000,0.595000,0.630000,0.630000,20320827
2022-01-05,0.635000,0.650000,0.620000,0.635000,0.635000,18930200
2022-01-06,0.620000,0.620000,0.595000,0.600000,0.600000,14400779
2022-01-07,0.610000,0.640000,0.605000,0.625000,0.625000,16611036
2022-01-10,0.635000,0.650000,0.610000,0.640000,0.640000,15975213
2022-01-11,0.635000,0.705000,0.630000,0.695000,0.695000,32512920
2022-01-12,0.715000,0.800000,0.705000,0.790000,0.790000,41492021
2022-01-13,0.800000,0.825000,0.755000,0.805000,0.805000,46165043
2022-01-14,0.800000,0.920000,0.785000,0.900000,0.900000,48511488
2022-01-17,0.940000,0.965000,0.880000,0.880000,0.880000,37462081
2022-01-18,0.900000,0.955000,0.895000,0.920000,0.920000,32929508
2022-01-19,0.910000,0.910000,0.850000,0.880000,0.880000,36777102
2022-01-20,0.880000,0.925000,0.870000,0.915000,0.915000,23486625
2022-01-21,0.905000,0.910000,0.840000,0.845000,0.845000,26542875
2022-01-24,0.795000,0.835000,0.770000,0.800000,0.800000,29953614
2022-01-25,0.785000,0.820000,0.720000,0.730000,0.730000,44406203
2022-01-27,0.750000,0.790000,0.690000,0.710000,0.710000,34118304
2022-01-28,0.745000,0.755000,0.690000,0.735000,0.735000,31824986
2022-01-31,0.765000,0.775000,0.725000,0.755000,0.755000,23045518
2022-02-01,0.785000,0.810000,0.770000,0.785000,0.785000,22674153
2022-02-02,0.805000,0.825000,0.790000,0.800000,0.800000,16180393
2022-02-03,0.800000,0.805000,0.750000,0.750000,0.750000,16408984
2022-02-04,0.745000,0.795000,0.735000,0.785000,0.785000,16732773
2022-02-07,0.790000,0.805000,0.770000,0.780000,0.780000,12191249
2022-02-08,0.780000,0.820000,0.780000,0.785000,0.785000,14739709
2022-02-09,0.805000,0.830000,0.800000,0.820000,0.820000,19632989
2022-02-10,0.845000,0.880000,0.845000,0.865000,0.865000,32109259
2022-02-11,0.835000,0.885000,0.830000,0.865000,0.865000,22153992
2022-02-14,0.845000,0.845000,0.790000,0.795000,0.795000,25840039
2022-02-15,0.800000,0.810000,0.745000,0.750000,0.750000,22097456
2022-02-16,0.800000,0.830000,0.790000,0.815000,0.815000,16799971
2022-02-17,0.820000,0.820000,0.790000,0.795000,0.795000,9252904
2022-02-18,0.780000,0.880000,0.775000,0.840000,0.840000,36230970
2022-02-21,0.825000,0.825000,0.785000,0.785000,0.785000,22683111
2022-02-22,0.785000,0.785000,0.750000,0.755000,0.755000,22615207
2022-02-23,0.750000,0.825000,0.750000,0.810000,0.810000,22141727
2022-02-24,0.780000,0.795000,0.720000,0.720000,0.720000,29747757
2022-02-25,0.750000,0.770000,0.730000,0.755000,0.755000,30716069
2022-02-28,0.770000,0.785000,0.745000,0.770000,0.770000,22194947
2022-03-01,0.780000,0.865000,0.780000,0.825000,0.825000,41064917
2022-03-02,0.895000,0.975000,0.885000,0.950000,0.950000,80205562
2022-03-03,0.975000,1.030000,0.955000,1.000000,1.000000,64086038
2022-03-04,0.990000,1.020000,0.940000,0.950000,0.950000,32723342
2022-03-07,0.985000,0.995000,0.905000,0.910000,0.910000,24687873
2022-03-08,0.890000,0.915000,0.870000,0.880000,0.880000,24782755
2022-03-09,0.900000,0.960000,0.900000,0.930000,0.930000,28206065
2022-03-10,0.970000,0.990000,0.945000,0.970000,0.970000,28544189
2022-03-11,0.965000,1.110000,0.960000,1.085000,1.085000,48979898
2022-03-14,1.080000,1.105000,1.035000,1.045000,1.045000,32916799
2022-03-15,1.030000,1.030000,0.975000,1.000000,1.000000,26588125
2022-03-16,1.035000,1.045000,1.010000,1.015000,1.015000,17557881
2022-03-17,1.050000,1.135000,1.050000,1.055000,1.055000,54190424
2022-03-18,1.090000,1.135000,1.065000,1.125000,1.125000,101900541
2022-03-21,1.150000,1.240000,1.150000,1.235000,1.235000,36872795
2022-03-22,1.260000,1.270000,1.190000,1.225000,1.225000,31290825
2022-03-23,1.245000,1.255000,1.210000,1.235000,1.235000,29047467
2022-03-24,1.225000,1.290000,1.200000,1.240000,1.240000,31518780
2022-03-25,1.225000,1.240000,1.175000,1.220000,1.220000,38886103
2022-03-28,1.230000,1.255000,1.210000,1.215000,1.215000,21746588
2022-03-29,1.215000,1.305000,1.200000,1.285000,1.285000,34139089
2022-03-30,1.305000,1.325000,1.260000,1.265000,1.265000,20422958
2022-03-31,1.310000,1.395000,1.290000,1.375000,1.375000,38864353
2022-04-01,1.375000,1.535000,1.370000,1.535000,1.535000,34952624
2022-04-04,1.590000,1.630000,1.550000,1.600000,1.600000,38417384
2022-04-05,1.620000,1.675000,1.470000,1.470000,1.470000,36949260
2022-04-06,1.390000,1.440000,1.370000,1.380000,1.380000,34171696
2022-04-07,1.370000,1.370000,1.285000,1.295000,1.295000,30040746
2022-04-08,1.340000,1.370000,1.275000,1.290000,1.290000,24868850
2022-04-11,1.340000,1.355000,1.280000,1.290000,1.290000,20070641
2022-04-12,1.255000,1.265000,1.210000,1.215000,1.215000,19465468
2022-04-13,1.230000,1.365000,1.220000,1.365000,1.365000,24725175
2022-04-14,1.420000,1.430000,1.345000,1.375000,1.375000,20291912
2022-04-19,1.380000,1.510000,1.375000,1.500000,1.500000,35490726
2022-04-20,1.530000,1.545000,1.445000,1.470000,1.470000,16202569
2022-04-21,1.475000,1.480000,1.385000,1.385000,1.385000,13286491
2022-04-22,1.340000,1.400000,1.330000,1.395000,1.395000,12746423
2022-04-26,1.340000,1.360000,1.310000,1.345000,1.345000,18578548
2022-04-27,1.280000,1.375000,1.265000,1.360000,1.360000,18912719
2022-04-28,1.390000,1.430000,1.365000,1.370000,1.370000,18430677
2022-04-29,1.400000,1.440000,1.385000,1.400000,1.400000,18637019
2022-05-02,1.365000,1.370000,1.310000,1.325000,1.325000,12931728
2022-05-03,1.320000,1.365000,1.250000,1.265000,1.265000,20686958
2022-05-04,1.290000,1.305000,1.195000,1.200000,1.200000,19502850
2022-05-05,1.250000,1.315000,1.245000,1.305000,1.305000,22511623
2022-05-06,1.210000,1.260000,1.195000,1.240000,1.240000,19709670
2022-05-09,1.215000,1.225000,1.135000,1.145000,1.145000,21728866
2022-05-10,1.060000,1.150000,1.025000,1.140000,1.140000,41098463
2022-05-11,1.155000,1.160000,1.085000,1.145000,1.145000,21805629
2022-05-12,1.105000,1.180000,1.105000,1.125000,1.125000,19606705
2022-05-13,1.155000,1.170000,1.130000,1.145000,1.145000,16491978
2022-05-16,1.185000,1.240000,1.170000,1.185000,1.185000,16616994
2022-05-17,1.205000,1.295000,1.190000,1.295000,1.295000,21419530
2022-05-18,1.360000,1.365000,1.305000,1.305000,1.305000,19154875
2022-05-19,1.245000,1.285000,1.215000,1.240000,1.240000,18516367
2022-05-20,1.280000,1.350000,1.255000,1.350000,1.350000,20361431
2022-05-23,1.360000,1.415000,1.320000,1.330000,1.330000,20873831
2022-05-24,1.360000,1.375000,1.270000,1.275000,1.275000,13329515
2022-05-25,1.315000,1.330000,1.255000,1.260000,1.260000,16032454
2022-05-26,1.280000,1.325000,1.250000,1.280000,1.280000,13921027
2022-05-27,1.325000,1.345000,1.300000,1.305000,1.305000,18068210
2022-05-30,1.350000,1.405000,1.345000,1.375000,1.375000,19868325
2022-05-31,1.380000,1.425000,1.355000,1.395000,1.395000,85047996
2022-06-01,1.360000,1.370000,1.095000,1.110000,1.110000,53640730
2022-06-02,1.090000,1.170000,1.065000,1.140000,1.140000,30050938
2022-06-03,1.200000,1.235000,1.180000,1.215000,1.215000,24460091
2022-06-06,1.200000,1.220000,1.165000,1.195000,1.195000,15673344
2022-06-07,1.210000,1.295000,1.210000,1.240000,1.240000,23356865
2022-06-08,1.280000,1.295000,1.235000,1.260000,1.260000,13469808
2022-06-09,1.235000,1.250000,1.185000,1.215000,1.215000,13450641
2022-06-10,1.165000,1.245000,1.105000,1.245000,1.245000,28397058
2022-06-14,1.125000,1.245000,1.125000,1.215000,1.215000,50185389
2022-06-15,1.225000,1.260000,1.140000,1.150000,1.150000,31292140
2022-06-16,1.200000,1.260000,1.185000,1.210000,1.210000,35913858
2022-06-17,1.160000,1.190000,1.140000,1.160000,1.160000,111452540
2022-06-20,1.190000,1.190000,1.065000,1.075000,1.075000,25419910
2022-06-21,1.100000,1.120000,1.005000,1.005000,1.005000,29367682
2022-06-22,1.010000,1.020000,0.850000,0.850000,0.850000,51944668
2022-06-23,0.830000,0.900000,0.820000,0.840000,0.840000,35937176
2022-06-24,0.850000,0.920000,0.840000,0.915000,0.915000,31400813
2022-06-27,0.960000,1.040000,0.940000,1.025000,1.025000,23202917
2022-06-28,1.035000,1.055000,1.005000,1.040000,1.040000,14350064
2022-06-29,1.005000,1.040000,0.975000,0.985000,0.985000,13570799
2022-06-30,0.970000,1.000000,0.955000,0.955000,0.955000,12414782
2022-07-01,0.960000,0.975000,0.935000,0.935000,0.935000,13488240
2022-07-04,0.960000,1.000000,0.925000,0.935000,0.935000,10639896
2022-07-05,0.945000,0.965000,0.930000,0.950000,0.950000,10470954
2022-07-06,0.940000,0.955000,0.927500,0.930000,0.930000,9214558
2022-07-07,0.940000,0.960000,0.927500,0.950000,0.950000,11269750
2022-07-08,0.990000,1.005000,0.950000,0.950000,0.950000,17599466
2022-07-11,0.955000,0.965000,0.920000,0.920000,0.920000,9625303
2022-07-12,0.950000,0.950000,0.850000,0.855000,0.855000,21067502
2022-07-13,0.855000,0.880000,0.825000,0.875000,0.875000,16365991
2022-07-14,0.870000,0.910000,0.845000,0.900000,0.900000,10841614
2022-07-15,0.890000,0.910000,0.882500,0.895000,0.895000,7890074
2022-07-18,0.920000,0.950000,0.900000,0.950000,0.950000,9042819
2022-07-19,0.945000,0.965000,0.930000,0.930000,0.930000,11034881
2022-07-20,0.965000,1.010000,0.955000,1.000000,1.000000,15809357
2022-07-21,1.015000,1.070000,1.000000,1.065000,1.065000,17239479
2022-07-22,1.095000,1.110000,1.030000,1.055000,1.055000,13992974
2022-07-25,1.040000,1.065000,1.030000,1.045000,1.045000,5377850
2022-07-26,1.055000,1.095000,1.045000,1.045000,1.045000,12881279
2022-07-27,1.065000,1.080000,1.035000,1.065000,1.065000,8836052
2022-07-28,1.090000,1.140000,1.085000,1.125000,1.125000,15570865
2022-07-29,1.155000,1.170000,1.120000,1.155000,1.155000,15612406
2022-08-01,1.185000,1.225000,1.170000,1.185000,1.185000,18352354
2022-08-02,1.180000,1.185000,1.125000,1.125000,1.125000,10291111
2022-08-03,1.125000,1.170000,1.085000,1.170000,1.170000,12072699
2022-08-04,1.195000,1.222500,1.185000,1.210000,1.210000,15418107
2022-08-05,1.215000,1.300000,1.210000,1.285000,1.285000,18767022
2022-08-08,1.305000,1.365000,1.285000,1.360000,1.360000,20968275
2022-08-09,1.375000,1.510000,1.350000,1.400000,1.400000,41212589
2022-08-10,1.380000,1.460000,1.340000,1.445000,1.445000,26415742
2022-08-11,1.515000,1.550000,1.480000,1.515000,1.515000,26156371
2022-08-12,1.470000,1.530000,1.455000,1.470000,1.470000,23328350
2022-08-15,1.530000,1.650000,1.525000,1.615000,1.615000,38281128
2022-08-16,1.620000,1.665000,1.460000,1.490000,1.490000,44800017
2022-08-17,1.470000,1.485000,1.365000,1.430000,1.430000,23763472
2022-08-18,1.395000,1.430000,1.380000,1.395000,1.395000,12791103
2022-08-19,1.425000,1.465000,1.385000,1.400000,1.400000,14684069
2022-08-22,1.355000,1.395000,1.325000,1.375000,1.375000,16933278
2022-08-23,1.355000,1.420000,1.335000,1.355000,1.355000,19069141
2022-08-24,1.395000,1.415000,1.370000,1.400000,1.400000,13715077
2022-08-25,1.440000,1.465000,1.392500,1.395000,1.395000,16762387
2022-08-26,1.410000,1.430000,1.365000,1.390000,1.390000,13141046
2022-08-29,1.335000,1.375000,1.325000,1.350000,1.350000,16135442
2022-08-30,1.365000,1.390000,1.310000,1.380000,1.380000,17485966
2022-08-31,1.350000,1.400000,1.345000,1.400000,1.400000,15287100
2022-09-01,1.385000,1.440000,1.355000,1.355000,1.355000,18914996
2022-09-02,1.355000,1.360000,1.270000,1.285000,1.285000,22113247
2022-09-05,1.290000,1.360000,1.270000,1.360000,1.360000,14161420
2022-09-06,1.350000,1.495000,1.350000,1.495000,1.495000,24572822
2022-09-07,1.470000,1.545000,1.450000,1.525000,1.525000,20042048
2022-09-08,1.560000,1.610000,1.545000,1.600000,1.600000,26513989
2022-09-09,1.620000,1.665000,1.525000,1.595000,1.595000,30723520
2022-09-12,1.640000,1.645000,1.550000,1.590000,1.590000,19202818
2022-09-13,1.600000,1.687500,1.575000,1.665000,1.665000,26445908
2022-09-14,1.560000,1.630000,1.530000,1.595000,1.595000,22022116
2022-09-15,1.625000,1.670000,1.500000,1.505000,1.505000,29398324
2022-09-16,1.465000,1.480000,1.402500,1.440000,1.440000,38149995
2022-09-19,1.430000,1.510000,1.430000,1.435000,1.435000,14981652
2022-09-20,1.490000,1.495000,1.420000,1.440000,1.440000,16103857
